cited_by_fbwalls_count,cited_by_feeds_count,cited_by_gplus_count,cited_by_msm_count,cited_by_posts_count,cited_by_rdts_count,cited_by_tweeters_count,cited_by_videos_count,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,altmetric_id
2,2,3,4,34,0,15,3,"['302', '2690', '17581', '51251']","['26', '506', '285', '458']","['1', '2', '10', '26']","['0', '0', '0', '0']","['8', '70', 0, '70']",2008531
4,2,0,0,24,0,5,4,"['31042', '118', '148037', '1534']","['1784', '7', '4086', '51']","['99', '0', '258', '1']","['0', '0', '0', '0']","['386', '1', '1077', '10']",2014422
1,0,0,0,7,0,2,1,"['6', '4', '5', '13']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","[0, 0, 0, 0]",20153917
10,6,1,17,124,2,74,4,"['73', '14', '10089', 0]","['8', '0', '490', 0]","['0', '0', '28', 0]","['0', '0', '0', 0]","['3', '0', '264', 0]",201563
1,0,0,0,13,0,6,4,"['2410', '163548', '286479', '25204']","['114', '3366', '2135', 0]","['2', '108', '598', 0]","['0', '0', '0', '0']","['12', '245', '458', '17']",201568
3,1,0,0,45,0,36,4,"['276', '33', '40921', '217']","['44', '5', '1397', '12']","['0', '0', '36', '0']","['0', '0', '0', '0']","['1', '0', '110', '0']",2017027
3,2,1,4,46,0,29,4,"['186', '4', '43', '2388']","['29', '0', '5', '376']","['0', '0', '0', '5']","['0', '0', '0', '0']","['14', 0, '3', '82']",20183442
0,0,1,1,35,0,16,1,"['194', '61', '691', '237']","['0', '0', '2', '1']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",2020699
0,11,0,34,81,0,21,1,"['12979', '6691', '19013', '23126']","['71', '27', '99', '49']","['4', '3', '4', '4']","['0', '0', '0', '0']","['22', '12', '26', '11']",2021774
0,10,2,43,101,0,35,1,"['12979', '6691', '19013', '23126']","['71', '27', '99', '49']","['4', '3', '4', '4']","['0', '0', '0', '0']","['22', '12', '26', '11']",2021790
0,1,0,0,16,0,11,2,"['477', '1057', '3453', '10283']","['20', '41', '108', '168']","['3', '7', '0', '13']","['0', '0', '0', '0']","['14', '34', '40', '34']",2022116
10,4,6,26,95,1,37,3,"['66005', '56076', '43806', '6']","['2170', '3812', '1768', '0']","['48', '23', '18', '0']","['0', '0', '0', '0']","['264', '166', '314', '0']",2026249
7,5,80,5,330,2,206,4,"['28806', '6746', '6637', '1124725']","['4890', '201', '153', '18429']","['24', '2', '3', '674']","['0', '0', '0', '0']","['114', '18', '28', '1839']",2026641
0,0,0,0,5,0,1,4,"['707', '3490', '488', 0]","['95', '82', '66', 0]","['1', '3', '0', 0]","['0', '0', '0', 0]","['14', '17', '15', 0]",2027420
18,0,1,0,101,1,66,2,"['12', '1098', '3122', '1756']","['0', '35', '71', '73']","['0', '1', '6', '2']","['0', '0', '0', '0']","['0', '108', '46', '41']",2028926
6,0,3,1,280,0,143,2,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",2029386
3,0,0,0,27,0,19,3,"['1120', 0, '16500', '117115']","['35', 0, '844', '1484']","['3', 0, '24', '76']","['0', 0, '0', '0']","['2', 0, '101', '163']",2030933
2,0,0,1,17,0,10,3,"['1582', '2906', '58360', '1821']","['59', '147', '2176', '68']","['3', '3', '35', '1']","['0', '0', '0', '0']","['17', '13', '265', '7']",2032198
17,4,0,8,87,1,41,4,"['3931', '26434', '62', '2840841']","['191', '874', '0', '53509']","['3', '24', '1', '1786']","['0', '0', '0', '0']","['49', '110', '0', '6758']",203338
189,0,15,6,565,12,268,4,"['302708', '23', '60', '8563112']","['6394', '0', '0', '113219']","['173', '0', '0', '2767']","['0', '0', '0', '0']","['493', '0', '0', '10452']",2033778
3,0,0,3,12,0,0,2,"['154', '8113', '15383', '15352']","['10', '510', '380', '463']","['0', '17', '9', '10']","['0', '0', '0', '0']","['4', '78', '62', '70']",2035701
9,5,2,1,291,0,259,2,"['31', '16872', '18271', '34240']","['0', '148', '95', '370']","['0', '3', '4', '10']","['0', '0', '0', '0']","['0', '7', '17', '27']",203772
35,28,13,115,719,4,435,4,"['491500', '90', 0, 0]","['16291', '7', 0, 0]","['255', '0', 0, 0]","['0', '0', 0, 0]","['733', '2', 0, 0]",20389820
0,2,0,1,11,0,3,4,"['16139', '442701', '797133', '1325483']","['924', '11374', '19185', '28042']","['21', '790', '298', '796']","['0', '0', '0', '0']","['30', '889', '817', '1488']",203918
11,18,5,153,381,0,141,4,"['496448', '16095', '787960', '1495']","['13335', '924', '19087', '181']","['336', '21', '297', '9']","['0', '0', '0', '0']","['1131', '30', '808', '43']",20454729
14,15,42,69,254,0,80,3,"[0, '1007', '1290', '419850']","['3', '2', '0', '1442']","['0', '0', '7', '73']","['0', '0', '0', '0']","['1', '0', '1', '57']",2045826
1,2,1,17,59,0,34,3,"['807', '36', '1506', '1515']","['1', '0', '1', '2']","['0', '0', '1', '0']","['0', '0', '0', '0']","['0', '0', 0, 0]",2046380
24,18,30,119,4954,7,3432,4,"['342799', '19561', '35651', 0]","['12028', '853', '2113', 0]","['1038', '50', '26', 0]","['0', '0', '0', 0]","['1883', '136', '384', 0]",20475804
2,0,0,0,7,0,1,2,"['1077', '2673', '3315', '914']","['37', '78', '71', '17']","['2', '2', '3', '0']","['0', '0', '0', '0']","['1', '3', '6', '1']",2051575
2,0,0,1,20,0,7,4,"['23', '10', '148', '129752']","['3', '0', '5', '3988']","['0', '0', '1', '340']","['0', '0', '0', '0']","['1', '0', '8', '980']",20519997
3,4,0,3,34,0,9,4,"['343', '728', '43939', '131221']","['21', '23', '798', '4588']","['0', '0', '23', '117']","['0', '0', '0', '0']","['6', '2', '66', '908']",2055127
6,3,1,5,40,0,20,4,"['428', '39660', '1183', '223']","['26', '1194', '99', '4']","['1', '93', '3', '0']","['0', '0', '0', '0']","['5', '144', '24', '0']",205593
20,1,3,1,39,0,8,4,"[0, 0, '16', '7590413']","[0, 0, '0', '89005']","[0, 0, '0', '2040']","[0, 0, '0', '0']","[0, 0, '0', '5603']",205850
0,0,0,0,6,0,2,4,"['120104', '12269', '107901', '291631']","['8410', '357', '1315', '18806']","['98', '20', '56', '369']","['0', '0', '0', '0']","['357', '43', '51', '838']",2059389
1,2,0,1,71,0,46,2,"['31', '12', 0, 0]","['2', '1', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]",20646962
1,4,0,22,72,0,37,2,"[0, 0, 0, '5295']","[0, 0, 0, '5']","[0, 0, 0, '1']","[0, 0, 0, '0']","[0, 0, 0, '1']",2067732
1056,30,120,39,5399,16,3817,4,"['165965', '127549', '59', '8266']","['3747', '3091', '1', '27']","['69', '65', '0', '1']","['0', '0', '0', '0']","['444', '230', '0', '27']",2068207
1,4,0,4,47,0,24,1,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",206942
5,1,0,2,34,0,19,4,"['206', '3626', '76', '354916']","['26', '284', '6', '3041']","['0', '3', '0', '221']","['0', '0', '0', '0']","['1', '26', '0', '374']",2071494
14,3,2,8,138,0,99,4,"['7024', '9672', '77873', '3']","['294', '369', '2238', '0']","['11', '24', '37', '0']","['0', '0', '0', '0']","['34', '62', '119', '0']",2075988
12,7,3,101,320,1,150,4,"['288468', '731', '3916', '5511']","['9395', '20', '69', '23']","['128', '0', '10', '0']","['0', '0', '0', '0']","['503', '7', '6', 0]",2077499
29,4,54,13,312,6,173,4,"['323', '79896', '5281', '9270']","['8', '8137', '170', '198']","['1', '130', '13', '2']","['0', '0', '0', '0']","['1', '508', '80', '62']",2080885
1,0,0,0,41,0,34,3,"['178765', 0, '317', '1139908']","['6684', 0, '22', '30094']","['65', 0, '1', '337']","['0', 0, '0', '0']","['382', 0, '0', '1395']",20818464
6,5,0,11,82,1,36,1,"['723', '347', '630', 0]","['25', '12', '34', 0]","['0', '0', '0', 0]","['0', '0', '0', 0]","['2', '0', '6', 0]",20854950
93,16,11,72,1852,9,1540,4,"['182087', '241', '258622', '1555', '312600']","['7764', '27', '9051', '138', '10866']","['417', '1', '310', '2', '126']","['0', '0', '0', '0', '0']","['1171', '8', '463', '33', '577']",20883989
0,2,0,26,42,0,9,1,"['11', 0, 0, 0]","['2', 0, 0, 0]","['0', 0, 0, 0]","['0', 0, 0, 0]","['0', 0, 0, 0]",20898101
5,0,0,0,15,0,4,3,"['99', '39', '819', '2810']","['8', '3', '58', '188']","['0', '0', '5', '4']","['0', '0', '0', '0']","['1', '0', '24', '28']",2091939
5,5,0,36,80,0,21,4,"['26067', '14', '19', '40']","['1998', '1', '0', '0']","['23', '0', '0', '0']","['0', '0', '0', '0']","['137', '0', '0', '0']",20920923
12,2,0,2,62,0,33,4,"['951', '101', '38754', '54']","['78', '14', '1202', '5']","['2', '0', '125', '0']","['0', '0', '0', '0']","['8', '2', '438', '0']",20945339
4,0,1,0,73,0,56,3,"['26771', '5412', 0, '28921']","['1045', '12', 0, '992']","['30', '0', 0, '9']","['0', '0', 0, '0']","['250', '13', 0, '120']",20945765
0,0,0,0,101,3,49,3,"['5040', 0, '5298', 0]","['125', 0, '180', 0]","['122', 0, '311', 0]","['0', 0, '0', 0]","['306', 0, '206', 0]",2094658
1,4,1,10,70,1,34,4,"['18396', '880', '25327', '217273']","['2314', '21', '1138', '12626']","['16', '0', '24', '104']","['0', '0', '0', '0']","['398', '7', '36', '849']",2094764
11,0,0,8,33,0,9,4,"['6381', '11824', '6571', '69649']","['566', '218', '155', '2712']","['142', '13', '5', '93']","['0', '0', '0', '0']","['70', '83', '38', '512']",20947955
1,1,0,17,46,0,18,3,"['101', '81024', '10630', '11501']","['13', '4861', '547', '536']","['0', '408', '50', '24']","['0', '0', '0', '0']","['0', '1347', '281', '192']",2101610
0,0,0,0,5,0,1,4,"[0, 0, '99', 0]","[0, 0, '0', 0]","[0, 0, '0', 0]","[0, 0, '0', 0]","[0, 0, 0, 0]",21034353
1,3,0,13,139,0,29,3,"['15', '10', 0, 0]","['2', '1', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]",210358
0,0,0,0,44,0,37,4,"['26250', '14', '19', '40']","['2007', '1', '0', '0']","['23', '0', '0', '0']","['0', '0', '0', '0']","['137', '0', '0', '0']",2103773
6,9,10,0,33,0,3,3,"['204', '33', '244', '63']","['4', '0', '3', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '1']",21053072
4,5,0,3,36,0,8,4,"['36', '27', '4684', '1843']","['0', '3', '232', '20']","['0', '0', '5', '31']","['0', '0', '0', '0']","['0', '0', '28', '22']",210692
3,2,0,14,68,0,45,2,"['325', 0, 0, '8407']","['21', 0, 0, '232']","['1', 0, 0, '8']","['0', 0, 0, '0']","['49', 0, 0, '71']",21080098
7,3,0,3,166,0,126,4,"['126', '6259', '213850', '389125']","['34', '185', '5922', '14115']","['0', '10', '193', '97']","['0', '0', '0', '0']","['34', '12', '268', '741']",2109857
0,0,1,0,13,0,7,4,"['39742', '156', '11876', '114883']","['2736', '10', '192', '2861']","['50', '0', '16', '238']","['0', '0', '0', '0']","['729', '2', '42', '786']",2110734
8,19,56,69,411,3,215,4,"[0, 0, '419354', '65399']","[0, 0, '11586', '336']","[0, 0, '50', '8']","[0, 0, '0', '0']","[0, 0, '801', '42']",2116196
0,0,0,1,12,0,6,2,"['8286', '9655', '14196', '5557']","['252', '275', '392', '176']","['8', '8', '18', '13']","['0', '0', '0', '0']","['30', '34', '47', '53']",21180890
2,0,0,0,127,0,109,2,"['112', '70871', '14132', 0]","['8', '2397', '608', 0]","['1', '770', '66', 0]","['0', '0', '0', 0]","['5', '2292', '544', 0]",21203211
5,1,5,0,32,0,9,6,"['192', '5', '500282', '108526']","['14', '1', '9377', '5377']","['0', '0', '488', '254']","['0', '0', '0', '0']","['3', '0', '2473', '1424']",212142
3,3,0,6,72,0,56,2,"[0, 0, '761', '50']","[0, 0, '10', '1']","[0, 0, '0', '0']","[0, 0, '0', '0']","[0, 0, '0', '0']",21237276
1,0,1,0,54,1,42,3,"['2416', '141', '6385', '863']","['262', '4', '363', '95']","['7', '10', '36', '2']","['0', '0', '0', '0']","['76', '22', '90', '48']",21248176
25,2,10,5,65,0,16,4,"['828', '859284', 0, '36']","['47', '16416', 0, '3']","['1', '737', 0, '0']","['0', '0', 0, '0']","['4', '4908', 0, '0']",2126002
4,13,1,7,110,0,67,3,"['317', 0, '1726543', '477751']","['14', 0, '32671', '14169']","['0', 0, '1270', '2380']","['0', 0, '0', '0']","['3', 0, '8756', '1502']",212693
7,0,0,0,102,0,83,5,"['10534', '32690', 0, '7082', '377592']","['1553', '1997', 0, '196', '9261']","['27', '49', 0, '2', '123']","['0', '0', 0, '0', '0']","['124', '345', 0, '45', '643']",21278803
0,0,0,0,5,0,1,4,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",21319988
0,0,0,0,13,0,2,1,"['35', '28', '35', '81']","['0', '0', '0', '1']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",21321063
0,1,0,1,12,0,5,4,"['277', '88', '223', '528874']","['18', '5', '4', '12497']","['0', '1', '0', '186']","['0', '0', '0', '0']","['23', '3', '0', '2014']",2136783
54,5,7,11,689,8,294,4,"['1153', '698', '3045', '1449']","['91', '18', '156', '87']","['0', '0', '2', '3']","['0', '0', '0', '0']","['17', '6', '7', '23']",21377184
0,0,0,1,12,0,2,1,"['569', '2242', '1573', '19590']","['5', '5', '9', '80']","['0', '0', '0', '4']","['0', '0', '0', '0']","['0', '0', '0', '6']",2142398
0,0,0,0,7,0,3,4,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",21425305
64,1,19,2,428,3,237,2,"['55085', '1254', 0, '80']","['1517', '16', 0, '2']","['59', '1', 0, '0']","['0', '0', 0, '0']","['195', '8', 0, '3']",2147504
2,0,0,1,21,0,13,4,"['41770', '8', '2302', '109657']","['6024', '1', '157', '3065']","['53', '0', '2', '801']","['0', '0', '0', '0']","['1298', '0', '22', 0]",21505484
1,2,0,3,16,0,6,3,"['1663', '34', '74620', '1059']","['97', '4', '1704', '19']","['5', '0', '68', '0']","['0', '0', '0', '0']","['9', '0', '18', '3']",215124
4,2,0,4,43,0,21,4,"['36', '7816', '4247', '125']","['1', '449', 0, '6']","['0', '12', 0, '0']","['0', '0', '0', '0']","['0', '70', '13', '0']",215225
29,7,0,13,115,0,39,3,"[0, '17637', '2364', 0]","[0, '877', '147', 0]","[0, '1102', '1', 0]","[0, '0', '0', 0]","[0, '450', '9', 0]",215257
4,0,0,0,12,0,1,1,"['105', '296', '533', '68']","['2', '4', '4', '3']","['0', '0', '1', '1']","['0', '0', '0', '0']","['0', '0', '0', '0']",215405
11,0,0,8,39,0,14,4,"['785', '505', '5359', '62556']","['33', '9', '285', '292']","['7', '0', '2', '27']","['0', '0', '0', '0']","['20', '3', '60', '86']",215429
0,3,0,1,31,0,14,2,"['12128', '9945', '1979', '1038']","['340', '233', '51', '5']","['8', '3', '1', '0']","['0', '0', '0', '0']","['88', '56', '11', '1']",2155262
2,9,8,38,246,0,123,5,"['36', '498588', '359', '1230', '6211']","['7', '15899', '22', '54', '331']","['0', '229', '5', '7', '4']","['0', '0', '0', '0', '0']","['2', '2113', '31', '18', '66']",21558301
35,71,10,80,1640,3,1067,4,"['2475', '150', '153642', '2193414']","['90', '3', '3993', '63927']","['4', '3', '80', '4262']","['0', '0', '0', '0']","['10', '2', '583', '27089']",2156937
169,4,24,8,2151,3,1108,3,"['1418', '1039', '866', '564']","['212', '143', '31', '17']","['13', '9', '0', '0']","['0', '0', '0', '0']","['153', '62', '0', '1']",2157032
77,5,12,14,566,2,388,4,"['83', '5647', '2899', '179']","['12', '261', '223', '1']","['0', '2', '1', '0']","['0', '0', '0', '0']","['1', '39', '78', '0']",2158716
19,0,2,0,244,2,177,4,"['377', '14487', '1266', '117216']","['21', 0, '25', '571']","['0', 0, '0', '61']","['0', '0', '0', '0']","['4', '47', '7', '97']",2164482
15,1,1,4,217,0,157,4,"['7936', '1967', '3434', 0]","['316', '74', '132', 0]","['244', '32', '20', 0]","['0', '0', '0', 0]","['613', '38', '42', 0]",216574
4,3,3,4,87,0,62,4,"['41998', '4402', 0, '2699']","['1830', '122', 0, '16']","['644', '58', 0, '0']","['0', '0', 0, '0']","['1017', '368', 0, '6']",21671135
0,3,0,3,30,0,16,1,"['1078', '1867', 0, '7507']","['63', '106', 0, '151']","['3', '3', 0, '6']","['0', '0', 0, '0']","['23', '97', 0, '36']",2168673
0,1,0,0,5,0,0,3,"['3649', '2773', '4579', '3435']","['295', '112', '794', '132']","['5', '9', '12', '20']","['0', '0', '0', '0']","['60', '63', '180', '42']",21687519
0,1,0,0,5,0,0,4,"['2390', '1851', '251286', '4660']","['99', '94', '12221', '106']","['1', '1', '230', '2']","['0', '0', '0', '0']","['10', '23', '590', '26']",21695526
15,2,3,9,751,1,652,4,"['41664', '595147', '341021', '235921']","['1536', 0, '3634', '2581']","['19', 0, '280', '70']","['0', '0', '0', '0']","['120', 0, '634', '323']",21696141
0,0,0,1,5,0,0,3,"['5328', '2773', '4579', '3435']","['486', '112', '794', '132']","['13', '9', '12', '20']","['0', '0', '0', '0']","['145', '63', '180', '42']",2178694
27,1,1,6,223,0,165,4,"['10979', '10278', '12852', '350']","['821', '639', '525', '18']","['11', '67', '146', '0']","['0', '0', '0', '0']","['73', '236', '315', '0']",21789883
10,1,2,1,145,0,76,1,"['7412', '3532', '2392', '2458']","['353', '247', '181', '198']","['9', '4', '5', '8']","['0', '0', '0', '0']","['37', '26', '20', '28']",21790266
0,3,0,1,55,1,25,4,"['80025', '222', '12380', '42305']","['4256', '12', '873', '2055']","['28', '0', '15', '59']","['0', '0', '0', '0']","['264', '0', '130', '401']",218014
30,7,6,2,266,2,159,3,"['472', '5500', '46507', 0]","['8', '52', '1217', 0]","['2', '3', '46', 0]","['0', '0', '0', 0]","['0', '8', '557', 0]",218067
0,0,0,0,8,1,2,4,"[0, 0, 0, '4865909']","[0, 0, 0, '25623']","[0, 0, 0, '4398']","[0, 0, 0, '0']","[0, 0, 0, '6295']",218104
33,2,3,2,114,4,53,4,"['4', '3528', 0, 0]","['0', '239', 0, 0]","['0', '5', 0, 0]","['0', '0', 0, 0]","[0, '31', 0, 0]",218109
214,7,9,20,1170,3,721,4,"['64244', '42666', '23699', '3791']","['3596', '3629', '850', '206']","['128', '88', '18', '62']","['0', '0', '0', '0']","['344', '326', '176', '116']",2181528
4,1,0,1,12,1,1,3,"['3835', '128933', '2282', '305']","['57', '2323', '104', '25']","['4', '47', '2', '1']","['0', '0', '0', '0']","['5', '86', '23', '9']",218197
3,0,0,0,17,0,7,3,"['0', '0', 0, 0, 0, 0]","['0', '0', 0, 0, 0, 0]","['0', '0', 0, 0, 0, 0]","['0', '0', 0, 0, 0, 0]","['0', '0', 0, 0, 0, 0]",2183093
6,2,0,1,25,0,2,3,"['689', '3530', '764', '3586']","['21', '240', '11', '125']","['0', '5', '1', '7']","['0', '0', '0', '0']","['8', '31', '3', '4']",2183485
9,3,3,19,268,2,200,4,"['94439', '54', '6893', '60']","['5844', '2', '750', '0']","['86', '0', '7', '0']","['0', '0', '0', '0']","['536', '2', '98', '1']",2183964
8,5,2,10,113,3,76,4,"['100296', '1479', '549', 0]","['2587', '23', '15', 0]","['38', '1', '1', 0]","['0', '0', '0', 0]","['356', '9', '11', 0]",2186999
0,1,0,0,9,0,3,3,"['51', '46', 0, 0]","['13', '13', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]",21879664
1,0,1,0,25,0,18,3,"['1997026', '8170', '68212', '153640']","['65250', '553', '3842', '6023']","['1989', '44', '24', '199']","['0', '0', '0', '0']","['3516', '159', '423', '1288']",2189577
3,8,0,20,108,5,62,4,"[0, '82167', '529389', '689831']","[0, '4089', '9010', '10194']","[0, '44', '379', '234']","[0, '0', '0', '0']","[0, '85', '638', '952']",218996
14,15,1,23,187,1,115,2,"['5', '8', 0, 0]","['3', '1', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]",2191267
8,8,0,1,67,1,34,5,"['1162', '1791', '20903', '1982', '561', 0]","['130', '130', '1877', '117', '12', 0]","['1', '1', '12', '7', '1', 0]","['0', '0', '0', '0', '0', 0]","['86', '43', '156', '21', '5', 0]",219138
13,22,3,100,339,4,119,3,"['587', '32600', '1512', 0]","['11', '1844', '65', 0]","['0', '79', '0', 0]","['0', '0', '0', 0]","['0', '562', '2', 0]",219191
3,3,0,0,32,1,11,4,"['148118', '163082', '1439947', '8681']","['4182', '18643', '33041', '530']","['79', '221', '923', '30']","['0', '0', '0', '0']","['697', '1639', '1594', '257']",219311
5,6,0,17,101,0,52,4,"['96', '1167', '3907', '3395']","['6', '71', '144', '74']","['1', '0', '9', '5']","['0', '0', '0', '0']","['1', '11', '30', '35']",2193770
0,0,0,0,7,0,3,1,"['72', '84', '67', '101']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",2193786
3,1,1,11,62,1,37,3,"['4249', '840', '198', '7345']","['132', '11', '17', 0]","['4', '0', '0', 0]","['0', '0', '0', '0']","['5', '4', '1', '5']",2195074
5,1,1,1,38,0,23,5,"['56', '2690', '75', '4579']","['1', '506', '1', '61']","['0', '2', '0', '6']","['0', '0', '0', '0']","[0, '70', '0', '12']",219947
0,0,1,0,5,0,0,1,"['28', '2636', 0, 0]","['1', '34', 0, 0]","['0', '6', 0, 0]","['0', '0', 0, 0]","['0', '15', 0, 0]",2199935
8,7,5,33,166,1,88,4,"['275', '1944', 0, '124772']","['48', '48', 0, '2349']","['0', '0', 0, '144']","['0', '0', 0, '0']","['10', '5', 0, '565']",2200257
0,0,0,0,7,0,0,1,"['45', '34', '58', '26']","['1', '1', '3', '1']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",22006598
0,0,0,0,7,0,3,2,"['186', '51', 0, 0]","['1', '0', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]",2204421
28,5,0,14,127,0,17,3,"[0, 0, '147', 0]","[0, 0, '12', 0]","[0, 0, '1', 0]","[0, 0, '0', 0]","[0, 0, '0', 0]",220448
1,2,0,2,13,0,1,4,"['601', '9738', '1359', '1115']","['109', '359', '31', '34']","['0', '11', '0', '0']","['0', '0', '0', '0']","['2', '103', '12', '3']",2206813
5,4,1,39,153,1,70,4,"['459', '9', '82', '11726']","['33', '1', '2', '65']","['11', '0', '0', '21']","['0', '0', '0', '0']","['5', '0', '0', '32']",220964
7,0,0,0,34,0,19,3,"['2053', '42576', '97', '2420']","['57', '494', '2', '134']","['8', '14', '0', '2']","['0', '0', '0', '0']","['15', '25', '4', '33']",221085
4,2,0,4,25,0,7,5,"['0', '69523', '699', '70']","['0', '1711', '132', '2']","['0', '44', '0', '0']","['0', '0', '0', '0']","['0', '1', '15', '0']",221313
1,0,0,0,15,0,10,4,"['50', '6290', '2098', '5830']","['4', '353', '133', '148']","['5', '206', '20', '78']","['0', '0', '0', '0']","['0', '84', '33', '312']",221565
1,0,0,0,7,0,2,4,"['53', '1174', '373477', '100570']","['1', '36', '11989', '437']","['0', '2', '269', '21']","['0', '0', '0', '0']","['2', '18', '1113', '268']",2216793
1,0,0,0,7,0,2,3,"['473413', '49', '215771', '4130985']","['19736', '4', '11120', '86703']","['152', '1', '182', '1423']","['0', '0', '0', '0']","['1150', '3', '394', '2265']",2216854
45,16,4,194,2247,2,1680,4,"['3608', '75', '1061', 0]","['96', '0', '48', 0]","['11', '0', '1', 0]","['0', '0', '0', 0]","['22', '0', '4', 0]",22199995
